Date,Bank,Product,Country,Search Overall score,Web Overall score,Social Media Overall score,Referral Overall score,Awareness 1 score,Awareness 2 score,Awareness 3 score,Awareness 4 score,Awareness 5 score,Evaluation 1 score,Evaluation 2 score,Evaluation 3 score,Evaluation 4 score,Evaluation 5 score,Commitment 1 score,Commitment 2 score,Commitment 3 score,Commitment 4 score,Commitment 5 score,Purchase 1 score,Purchase 2 score,Purchase 3 score,Purchase 4 score,Purchase 5 score,Awarness Score,Evaluation Score,Commitment Score,Purchase Score,Customer Journey Score,Needs Channel Score,Acquire Score
01-01-2017,bank of america,cc,us,18.77,19.96,30.47,7.96,16.53,41.04,22.27,7.1,0.69,0.0,5.34,23.89,30.7,16.35,0.09,0.0,33.49,0.0,0.0,60.08,12.21,26.76,16.98,35.35,17.53,15.26,6.72,30.28,17.45,19.29,18.37
01-02-2017,bank of america,cc,us,17.59,19.78,31.03,7.85,17.1,38.41,24.1,44.19,5.91,0.0,22.9,27.41,27.54,18.58,2.3,0.0,22.13,0.0,0.0,64.79,23.46,33.55,15.25,37.29,25.94,19.29,4.89,34.87,21.25,19.06,20.16
01-03-2017,bank of america,cc,us,18.74,19.43,34.32,7.96,16.63,38.87,23.04,41.47,4.81,0.0,30.7,30.67,29.22,16.27,0.06,0.0,12.08,0.0,0.0,61.51,29.72,29.39,21.3,39.41,24.96,21.37,2.43,36.27,21.26,20.11,20.68
01-04-2017,bank of america,cc,us,18.91,20.16,29.65,7.92,19.03,42.45,23.74,39.78,4.11,0.0,27.65,27.63,25.8,18.58,3.69,0.0,3.97,0.0,0.0,58.71,23.59,30.62,20.37,37.86,25.82,19.93,1.53,34.23,20.38,19.16,19.77
01-05-2017,bank of america,cc,us,20.19,21.42,30.21,7.88,16.17,39.78,20.39,39.23,5.12,0.0,22.77,25.73,21.26,14.33,0.05,0.0,2.38,0.0,0.0,52.96,17.45,25.15,17.59,36.34,24.14,16.82,0.49,29.9,17.84,19.92,18.88
01-06-2017,bank of america,cc,us,19.38,21.4,32.27,7.92,18.39,41.34,22.59,41.82,5.91,0.0,21.31,24.21,32.85,15.12,0.0,0.0,0.0,0.0,0.0,51.17,14.46,26.37,17.72,33.72,26.01,18.7,0.0,28.69,18.35,20.24,19.3
01-07-2017,bank of america,cc,us,18.18,21.81,29.75,7.96,16.46,39.86,14.66,37.6,1.11,0.0,24.27,11.44,24.45,16.01,0.0,0.0,0.0,0.0,0.0,42.22,11.26,28.04,17.72,26.69,21.94,15.23,0.0,25.19,15.59,19.42,17.51
01-08-2017,bank of america,cc,us,18.77,21.57,30.55,7.85,21.44,43.3,22.98,42.72,3.6,0.0,22.96,23.84,33.1,16.47,0.0,0.0,0.0,10.19,0.0,45.96,11.97,34.78,12.28,38.7,26.81,19.27,2.04,28.74,19.22,19.68,19.45
01-09-2017,bank of america,cc,us,18.17,21.25,36.72,7.85,23.77,48.67,22.9,39.89,3.7,0.0,27.99,25.01,31.31,15.96,0.0,0.0,0.0,6.48,0.0,47.93,26.98,46.31,12.28,42.9,27.79,20.05,1.3,35.28,21.1,21.0,21.05
01-10-2017,bank of america,cc,us,18.05,20.94,34.79,7.81,30.75,50.07,23.86,43.76,8.23,0.0,28.58,26.34,32.23,16.28,0.0,0.0,0.0,10.19,0.0,53.24,30.58,41.66,31.23,45.91,31.33,20.69,2.04,40.52,23.64,20.4,22.02
01-11-2017,bank of america,cc,us,20.2,20.62,35.37,7.99,37.38,49.73,28.22,38.01,6.73,0.0,26.95,26.82,35.99,17.88,0.0,0.0,0.0,10.19,0.0,51.64,29.44,41.5,34.07,35.32,32.01,21.53,2.04,38.39,23.49,21.04,22.26
01-12-2017,bank of america,cc,us,17.08,21.21,32.69,7.85,37.84,51.44,24.52,42.54,13.85,0.0,24.75,26.45,27.25,18.93,0.0,0.0,3.62,10.19,0.0,53.94,27.74,39.85,36.39,43.0,34.04,19.48,2.76,40.18,24.12,19.71,21.92
01-01-2018,bank of america,cc,us,20.16,21.2,29.85,7.92,31.39,50.35,22.89,38.03,11.34,0.0,25.76,31.39,24.52,15.75,0.0,0.0,3.97,10.98,0.0,62.28,20.91,34.6,38.7,41.54,30.8,19.48,2.99,39.61,23.22,19.78,21.5
01-02-2018,bank of america,cc,us,21.13,21.4,32.39,7.81,33.29,52.72,21.98,40.29,12.44,0.0,25.88,32.86,30.45,15.36,0.0,0.0,3.97,7.28,0.0,66.43,16.77,38.11,34.38,42.03,32.14,20.91,2.25,39.54,23.71,20.68,22.2
01-03-2018,bank of america,cc,us,15.01,21.24,32.22,7.81,23.72,42.41,16.74,26.27,13.45,0.0,22.66,27.26,25.57,14.44,11.45,0.0,2.38,20.37,5.31,50.81,7.75,23.1,23.02,32.41,24.52,17.99,7.9,27.42,19.46,19.07,19.26
01-04-2018,bank of america,cc,us,17.36,21.12,30.17,7.77,24.14,40.45,12.78,26.37,15.23,0.0,22.48,22.61,33.74,14.77,8.07,0.0,13.23,6.48,0.0,47.14,10.19,16.98,23.8,33.43,23.79,18.72,5.56,26.31,18.6,19.1,18.85
01-05-2018,bank of america,cc,us,16.23,20.42,32.38,7.77,26.47,43.4,16.2,31.34,10.95,0.0,23.63,29.23,28.19,16.92,5.82,0.0,5.64,10.19,5.31,54.58,7.32,21.78,22.1,34.85,25.67,19.59,5.39,28.13,19.7,19.2,19.45
01-06-2018,bank of america,cc,us,15.98,20.36,29.5,7.73,25.78,42.21,14.4,28.5,12.43,0.0,24.44,28.12,19.5,15.32,7.42,0.0,7.23,20.37,3.46,50.97,9.24,21.78,20.25,32.28,24.66,17.48,7.7,26.9,19.19,18.39,18.79
01-07-2018,bank of america,cc,us,15.13,19.32,32.05,7.67,28.03,42.05,16.72,28.78,11.43,0.0,26.75,29.49,22.37,18.46,8.06,0.0,3.97,6.48,6.23,50.25,12.37,18.21,21.33,33.21,25.4,19.41,4.95,27.07,19.21,18.54,18.88
01-08-2018,bank of america,cc,us,16.69,20.34,29.67,7.77,26.82,44.94,15.25,28.25,11.65,0.0,22.06,26.21,18.32,16.1,1.6,0.0,7.58,6.48,3.46,47.89,10.41,20.06,14.63,30.01,25.38,16.54,3.82,24.6,17.58,18.62,18.1
01-09-2018,bank of america,cc,us,14.64,19.42,31.86,7.73,23.37,41.94,16.34,29.69,13.14,0.0,17.76,25.26,19.15,15.8,1.6,0.0,4.06,16.67,6.23,48.44,11.37,15.41,7.96,26.33,24.9,15.59,5.71,21.9,17.02,18.41,17.72
01-10-2018,bank of america,cc,us,13.85,19.24,34.42,7.81,25.46,39.18,13.19,26.54,12.15,0.0,14.33,22.16,21.33,10.36,0.21,0.0,4.06,12.96,0.0,49.59,8.71,18.03,10.43,32.72,23.3,13.64,3.45,23.9,16.07,18.83,17.45
01-11-2018,bank of america,cc,us,13.77,20.4,32.27,7.7,23.51,40.02,13.61,30.66,14.86,0.0,17.39,25.11,19.48,15.69,4.33,0.0,14.81,16.67,0.0,50.27,14.98,17.9,14.63,29.54,24.53,15.53,7.16,25.46,18.17,18.54,18.36
01-12-2018,bank of america,cc,us,14.73,21.41,30.6,7.85,27.14,44.08,15.86,29.29,17.52,0.0,19.91,27.12,29.32,16.64,0.15,0.0,12.56,6.48,0.0,50.57,13.34,17.13,22.07,31.76,26.78,18.6,3.84,26.97,19.05,18.65,18.85
01-01-2019,bank of america,cc,us,17.08,19.99,28.79,7.92,27.55,40.02,16.78,31.06,15.66,0.0,18.61,23.22,24.98,17.23,1.55,0.0,11.64,10.19,0.0,50.45,12.99,23.36,16.36,32.48,26.21,16.81,4.68,27.13,18.71,18.44,18.58
01-02-2019,bank of america,cc,us,17.01,20.78,30.6,7.81,21.72,38.61,16.6,30.88,12.06,0.0,18.07,24.74,20.27,16.22,0.16,0.0,7.58,10.19,0.0,51.27,12.99,18.37,15.9,33.11,23.97,15.86,3.59,26.33,17.44,19.05,18.24
01-03-2019,bank of america,cc,us,18.01,20.58,29.68,7.81,25.2,38.1,14.07,28.14,11.31,0.0,20.11,22.78,31.02,15.11,0.15,0.0,9.96,20.37,0.0,52.58,13.65,20.68,13.4,37.32,23.36,17.8,6.1,27.53,18.7,19.02,18.86
01-04-2019,bank of america,cc,us,16.07,20.0,30.74,10.34,23.67,37.01,13.11,29.86,15.55,0.0,15.9,19.82,19.7,14.73,0.1,0.0,17.94,0.0,0.0,50.21,10.61,17.55,18.98,38.95,23.84,14.03,3.61,27.26,17.18,19.29,18.24
01-05-2019,bank of america,cc,us,17.37,19.77,30.81,10.23,23.85,40.82,16.12,29.78,13.23,0.0,16.79,17.78,21.28,14.63,0.1,0.0,16.26,0.0,5.31,50.41,11.56,15.41,16.98,38.28,24.76,14.1,4.33,26.53,17.43,19.55,18.49
01-06-2019,bank of america,cc,us,20.58,19.35,31.42,10.3,19.87,42.12,24.79,38.41,11.95,0.0,26.55,37.92,21.16,26.68,3.72,0.0,3.62,10.19,21.23,55.47,20.02,21.81,37.03,35.91,27.43,22.46,7.75,34.05,22.92,20.41,21.66
01-07-2019,bank of america,cc,us,21.39,18.99,28.94,10.19,17.28,37.06,18.19,29.55,10.49,0.0,24.32,30.31,19.42,21.08,2.93,7.78,5.64,6.48,13.83,47.64,11.74,19.23,27.79,31.16,22.51,19.03,7.33,27.51,19.1,19.88,19.49
01-08-2019,bank of america,cc,us,18.63,18.77,30.66,10.23,16.12,38.52,17.95,31.83,12.36,0.0,18.63,35.61,27.69,25.02,1.53,16.11,11.2,10.19,24.01,52.78,10.44,14.02,27.0,39.23,23.36,21.39,12.61,28.69,21.51,19.57,20.54
01-09-2019,bank of america,cc,us,19.42,23.69,32.6,10.3,18.09,37.43,18.25,32.17,10.18,0.0,17.18,31.39,38.02,22.5,1.54,0.0,14.23,10.19,19.38,53.68,14.06,13.55,19.0,33.8,23.22,21.82,9.07,26.82,20.23,21.5,20.86
01-10-2019,bank of america,cc,us,19.15,18.91,32.94,10.08,19.65,43.08,19.56,32.34,10.25,0.0,21.87,32.54,27.51,18.78,6.04,0.0,8.02,6.48,13.15,55.88,16.5,19.5,26.58,38.34,24.98,20.14,6.74,31.36,20.8,20.27,20.54
01-11-2019,bank of america,cc,us,20.16,18.72,32.34,10.3,18.95,38.84,19.78,31.9,7.89,0.0,22.02,32.23,20.7,18.99,2.38,0.0,11.99,17.46,15.0,53.04,17.37,16.26,22.23,35.69,23.47,18.79,9.37,28.92,20.14,20.38,20.26
01-12-2019,bank of america,cc,us,23.28,18.25,34.16,10.38,17.96,42.69,24.75,37.21,9.23,0.0,30.31,41.31,31.77,24.63,1.51,0.0,3.97,20.37,26.54,53.37,18.03,19.66,25.99,40.5,26.37,25.6,10.48,31.51,23.49,21.52,22.5
01-01-2020,bank of america,cc,us,21.94,18.42,32.41,10.69,19.04,44.57,21.19,36.85,7.74,0.0,25.76,42.51,26.81,29.77,1.52,0.0,3.97,20.37,22.84,52.75,9.14,22.54,25.22,38.38,25.88,24.97,9.74,29.61,22.55,20.86,21.7
01-02-2020,bank of america,cc,us,22.51,18.91,32.02,11.04,16.1,45.14,19.94,30.87,8.71,0.0,30.24,39.69,24.08,24.76,1.56,0.0,3.62,12.96,28.95,54.86,11.36,19.87,23.37,41.33,24.15,23.75,9.42,30.16,21.87,21.12,21.5
01-03-2020,bank of america,cc,us,26.16,18.38,27.33,10.56,18.78,44.61,21.02,33.68,12.66,0.0,26.56,37.32,25.57,29.99,2.42,0.0,7.94,6.48,9.69,54.64,9.45,19.89,31.58,38.95,26.15,23.89,5.31,30.9,21.56,20.61,21.08
01-04-2020,bank of america,cc,us,25.89,18.09,32.79,12.01,17.79,44.27,23.86,35.99,13.01,0.0,31.2,43.38,21.99,29.65,4.42,0.0,9.96,16.67,6.23,56.82,8.71,17.03,32.04,40.78,26.98,25.24,7.46,31.08,22.69,22.2,22.44
01-05-2020,bank of america,cc,us,26.15,18.68,32.5,12.79,18.2,45.71,23.67,34.76,12.47,0.0,33.26,40.62,25.84,28.0,5.22,0.0,9.61,12.96,11.54,60.94,11.06,19.1,29.96,45.34,26.96,25.54,7.87,33.28,23.41,22.53,22.97
01-06-2020,bank of america,cc,us,27.97,18.77,29.99,12.76,22.92,53.09,26.72,38.58,16.19,0.0,41.99,46.55,34.36,35.61,1.6,0.0,13.23,10.19,8.77,65.14,14.37,24.24,33.31,52.78,31.5,31.7,6.76,37.97,26.98,22.37,24.68
01-07-2020,bank of america,cc,us,28.5,19.67,29.46,12.5,27.92,61.45,30.32,44.47,19.38,0.0,58.72,56.63,32.63,43.57,7.24,0.0,11.64,30.56,10.62,81.29,15.12,34.64,35.02,53.89,36.71,38.31,12.01,43.99,32.76,22.53,27.64
01-08-2020,bank of america,cc,us,28.78,19.54,29.67,12.38,24.48,58.47,26.34,43.0,15.58,0.0,49.16,56.69,36.27,41.7,7.57,0.0,15.26,12.96,8.77,79.64,11.04,31.96,40.26,53.8,33.57,36.76,8.91,43.34,30.64,22.59,26.62
01-09-2020,bank of america,cc,us,28.97,18.64,31.94,12.87,23.29,57.49,28.93,38.69,15.38,0.0,48.66,58.64,31.24,32.24,5.32,7.78,11.64,26.85,23.52,76.22,10.03,31.2,42.79,49.59,32.76,34.16,15.02,41.97,30.98,23.1,27.04
01-10-2020,bank of america,cc,us,24.85,18.97,33.51,12.9,21.72,60.52,23.7,37.26,15.61,0.0,38.41,42.29,36.53,34.56,5.85,0.0,15.26,12.96,10.25,76.83,10.47,25.08,33.94,50.73,31.76,30.36,8.86,39.41,27.6,22.56,25.08
01-11-2020,bank of america,cc,us,26.16,19.36,30.75,12.79,22.32,60.89,23.45,36.52,15.07,0.0,41.22,44.38,35.51,29.27,9.71,15.56,9.61,16.67,14.88,76.17,13.27,25.28,29.01,52.35,31.65,30.08,13.29,39.22,28.56,22.26,25.41
01-12-2020,bank of america,cc,us,24.02,18.97,31.22,13.2,16.7,50.89,20.11,35.95,9.4,0.0,31.85,42.18,25.69,35.69,2.91,0.0,15.61,10.19,6.91,53.9,4.67,19.79,21.15,27.99,26.61,27.08,7.12,25.5,21.58,21.85,21.72
01-01-2021,bank of america,cc,us,24.7,20.04,30.79,13.87,20.1,53.96,19.96,41.17,8.47,0.0,34.46,41.53,29.15,36.01,3.75,7.78,4.41,10.19,15.0,53.94,9.98,19.85,28.59,37.23,28.73,28.23,8.23,29.92,23.78,22.35,23.06
01-02-2021,bank of america,cc,us,24.04,19.84,32.51,13.5,18.54,50.42,22.88,35.46,13.58,0.0,30.56,35.84,30.66,34.73,5.14,7.78,9.61,16.67,8.77,51.73,9.38,18.05,24.87,33.6,28.18,26.36,9.59,27.53,22.92,22.47,22.7
01-03-2021,bank of america,cc,us,21.28,19.61,31.88,13.54,17.3,52.87,22.34,36.61,11.07,0.0,36.47,38.46,32.8,35.51,5.77,0.0,6.0,20.37,9.69,49.27,9.29,16.76,22.41,30.39,28.04,28.65,8.37,25.62,22.67,21.58,22.12
01-04-2021,bank of america,cc,us,23.08,20.49,31.15,13.25,13.98,46.19,18.97,34.84,9.38,0.0,36.73,30.23,29.06,29.89,7.4,0.0,6.0,10.19,6.91,48.08,11.78,17.48,22.86,38.29,24.67,25.18,6.1,27.7,20.91,21.99,21.45
01-05-2021,bank of america,cc,us,20.68,19.57,33.48,13.13,19.67,61.83,25.66,39.27,9.97,0.0,35.41,35.37,37.44,38.57,4.38,0.0,2.38,20.37,9.69,53.2,11.25,19.53,24.5,50.02,31.28,29.36,7.36,31.7,24.92,21.71,23.32
01-06-2021,bank of america,cc,us,23.41,19.69,32.49,13.55,20.0,66.99,24.12,46.83,16.84,9.26,40.79,40.29,42.0,38.22,9.7,0.0,7.94,16.67,12.47,63.28,10.3,12.87,25.74,51.54,34.96,34.11,9.36,32.75,27.8,22.28,25.04
01-07-2021,bank of america,cc,us,24.35,20.42,33.19,12.79,24.92,67.31,26.16,48.18,17.19,16.67,49.14,50.33,43.1,44.06,9.69,7.78,15.17,24.07,33.09,73.03,13.12,22.21,40.88,67.33,36.75,40.66,17.96,43.31,34.67,22.69,28.68
01-08-2021,bank of america,cc,us,23.55,20.37,32.06,13.17,20.47,33.25,22.78,45.14,10.26,17.59,43.44,41.28,38.18,33.73,3.89,0.0,11.99,10.19,13.15,64.59,8.82,19.32,31.28,44.99,26.38,34.84,7.84,33.8,25.72,22.29,24.0
01-01-2017,chase,cc,us,18.5,23.21,23.39,7.9,3.93,3.35,22.27,40.48,0.08,0.0,25.55,12.33,2.96,21.02,2.27,0.0,0.0,10.19,0.0,38.12,10.39,2.16,5.93,27.89,14.02,12.37,2.49,16.9,11.44,18.25,14.84
01-02-2017,chase,cc,us,19.53,22.48,28.11,7.9,4.72,3.74,24.1,37.17,0.0,0.0,24.95,17.81,2.96,15.07,0.05,0.0,0.0,6.48,0.0,35.14,11.23,12.04,5.93,27.73,13.95,12.16,1.31,18.41,11.46,19.51,15.49
01-03-2017,chase,cc,us,17.19,23.6,29.05,7.56,6.06,4.45,23.04,39.39,0.0,0.0,28.31,18.16,3.93,18.59,2.27,0.0,0.0,10.19,0.0,37.62,10.56,15.9,10.74,28.44,14.59,13.8,2.49,20.65,12.88,19.35,16.12
01-04-2017,chase,cc,us,19.72,24.04,28.48,8.6,9.14,5.6,23.74,41.57,0.0,0.0,21.36,15.61,3.93,17.95,2.27,0.0,0.0,0.0,10.62,37.57,10.78,16.56,7.16,32.44,16.01,11.77,2.58,20.9,12.82,20.21,16.52
01-05-2017,chase,cc,us,17.15,24.01,28.31,9.99,7.38,4.97,20.39,37.72,0.0,0.0,25.11,12.61,2.96,16.6,0.05,0.0,0.0,0.0,9.69,33.78,9.49,16.09,8.4,27.53,14.09,11.46,1.95,19.06,11.64,19.86,15.75
01-06-2017,chase,cc,us,17.62,23.79,29.65,8.6,9.06,4.44,22.59,40.37,0.0,0.0,23.1,14.3,8.75,21.32,2.25,0.0,0.0,0.0,12.22,36.61,8.21,17.53,10.74,36.76,15.29,13.49,2.89,21.97,13.41,19.92,16.66
01-07-2017,chase,cc,us,17.05,24.17,29.4,7.56,10.09,5.53,14.66,37.8,0.0,0.0,16.95,11.45,7.87,14.93,4.49,0.0,0.0,0.0,19.81,32.36,9.82,29.21,15.56,27.0,13.62,10.24,4.86,22.79,12.88,19.55,16.22
01-08-2017,chase,cc,us,16.41,23.7,32.19,8.6,13.62,6.75,22.98,41.23,1.8,0.0,19.48,14.43,14.94,18.57,0.02,0.0,0.0,0.0,11.48,36.86,25.95,32.14,10.12,31.76,17.28,13.48,2.3,27.37,15.11,20.22,17.66
01-09-2017,chase,cc,us,17.2,23.48,31.78,11.03,13.94,5.39,22.9,42.82,2.91,0.0,25.82,15.48,20.81,17.97,0.03,0.0,0.0,0.0,13.15,36.51,18.41,31.77,7.16,34.45,17.59,16.02,2.64,25.66,15.48,20.87,18.18
01-10-2017,chase,cc,us,15.01,22.98,29.24,8.6,8.48,4.44,23.86,40.32,4.71,0.0,17.84,15.14,18.25,17.9,2.25,0.0,0.0,10.19,3.46,36.26,7.27,8.27,9.63,36.23,16.36,13.83,3.18,19.53,13.22,18.96,16.09
01-11-2017,chase,cc,us,17.87,23.26,32.13,8.6,11.88,4.32,28.22,48.24,3.6,0.0,27.89,19.17,12.59,21.32,2.82,0.0,0.0,10.19,3.46,38.57,14.44,20.41,2.96,34.36,19.25,16.19,3.29,22.15,15.22,20.46,17.84
01-12-2017,chase,cc,us,14.89,23.62,30.97,7.9,9.1,4.24,24.52,44.39,1.8,0.0,17.78,16.1,12.59,20.18,2.25,0.0,0.0,10.19,0.0,34.12,15.95,8.22,9.63,33.67,16.81,13.33,2.49,20.32,13.24,19.35,16.3
01-01-2018,chase,cc,us,17.58,24.98,33.27,8.25,6.42,3.89,22.89,41.2,0.0,0.0,13.9,11.98,7.78,14.73,0.03,0.0,0.0,7.28,0.0,39.33,4.93,2.51,7.16,36.48,14.88,9.68,1.46,18.08,11.02,21.02,16.02
01-02-2018,chase,cc,us,18.86,24.46,29.93,7.56,8.4,3.67,21.98,42.86,0.0,0.0,15.5,20.39,4.81,14.61,2.25,0.0,0.0,7.28,0.0,41.14,5.57,6.53,4.81,35.94,15.38,11.06,1.91,18.8,11.79,20.2,16.0
01-03-2018,chase,cc,us,15.38,24.91,29.41,7.91,7.29,2.63,16.74,23.71,0.0,0.0,10.3,14.97,4.81,14.56,1.42,0.0,0.0,35.32,0.0,38.79,2.93,3.55,0.0,23.43,10.07,8.93,7.35,13.74,10.02,19.4,14.71
01-04-2018,chase,cc,us,15.21,24.62,32.14,10.34,4.55,1.99,12.78,19.41,0.0,0.0,7.8,10.0,0.0,11.27,2.24,0.0,0.0,26.85,0.0,33.16,1.75,0.0,0.0,18.11,7.75,5.81,5.82,10.6,7.49,20.58,14.04
01-05-2018,chase,cc,us,15.5,24.4,33.26,8.6,6.24,2.13,16.2,22.97,0.0,0.0,4.53,10.09,9.63,12.25,0.02,0.0,0.0,16.67,0.0,32.33,1.01,4.01,0.0,18.31,9.51,7.3,3.34,11.13,7.82,20.44,14.13
01-06-2018,chase,cc,us,14.3,23.8,30.8,11.38,5.41,1.74,14.4,18.88,0.0,0.0,4.93,9.52,10.74,7.84,2.24,0.0,0.0,10.19,0.0,30.74,0.0,3.55,0.0,15.53,8.09,6.61,2.49,9.96,6.79,20.07,13.43
01-07-2018,chase,cc,us,15.46,23.93,31.18,8.95,9.19,5.68,16.72,23.11,0.0,0.0,9.74,12.57,15.29,16.12,2.24,0.0,0.0,20.37,0.0,31.96,1.92,6.17,0.0,15.15,10.94,10.74,4.52,11.04,9.31,19.88,14.6
01-08-2018,chase,cc,us,16.15,24.48,30.99,8.25,14.12,8.67,15.25,24.28,22.71,0.0,14.67,17.17,15.56,15.51,0.02,0.0,3.62,30.56,0.0,35.77,5.59,11.11,0.0,22.76,17.01,12.58,6.84,15.05,12.87,19.97,16.42
01-09-2018,chase,cc,us,16.99,24.72,31.02,10.34,15.14,11.48,16.34,25.49,21.93,0.0,10.06,17.79,17.41,16.52,0.02,0.0,3.62,16.67,0.0,34.43,8.29,10.65,0.0,16.85,18.08,12.36,4.06,14.04,12.14,20.77,16.45
01-10-2018,chase,cc,us,16.91,24.96,31.76,11.38,15.96,13.83,13.19,24.16,25.05,0.0,7.95,14.93,16.26,14.16,2.24,0.0,3.62,12.96,0.0,36.95,6.79,13.27,9.63,18.5,18.44,10.66,3.76,17.03,12.47,21.25,16.86
01-11-2018,chase,cc,us,16.96,25.42,32.31,11.38,15.16,13.06,13.61,23.61,19.69,0.0,16.3,13.69,13.3,12.67,1.42,0.0,3.97,20.37,0.0,38.87,9.23,10.03,0.0,20.8,17.03,11.19,5.15,15.79,12.29,21.52,16.9
01-12-2018,chase,cc,us,18.3,25.5,30.7,10.68,15.39,13.05,15.86,27.67,21.01,0.0,18.73,18.87,10.74,14.72,5.88,0.0,7.94,10.19,0.0,46.77,6.89,17.28,0.0,22.57,18.6,12.61,4.8,18.7,13.68,21.3,17.49
01-01-2019,chase,cc,us,17.08,25.65,33.32,8.25,17.23,11.48,16.78,22.77,27.38,0.0,13.06,9.86,22.22,12.76,2.24,0.0,9.96,10.19,0.0,42.69,8.15,16.36,4.81,21.61,19.13,11.58,4.48,18.72,13.48,21.08,17.28
01-02-2019,chase,cc,us,16.17,25.09,34.16,8.6,16.9,11.93,16.6,24.09,21.43,0.0,15.63,15.91,15.56,13.65,3.64,0.0,9.61,10.19,0.0,36.33,6.57,18.98,2.96,21.0,18.19,12.15,4.69,17.17,13.05,21.0,17.02
01-03-2019,chase,cc,us,18.2,25.53,36.58,8.25,17.32,12.91,14.07,24.89,24.68,0.0,11.84,14.75,12.06,11.89,0.03,0.0,11.2,16.67,0.0,39.1,9.23,15.43,4.2,21.31,18.77,10.11,5.58,17.85,13.08,22.14,17.61
01-04-2019,chase,cc,us,16.89,24.43,33.9,9.64,14.42,11.57,13.11,22.86,23.97,0.0,9.27,19.91,18.52,12.8,0.03,0.0,8.38,10.19,0.0,35.95,5.71,11.88,2.96,26.24,17.19,12.1,3.72,16.55,12.39,21.22,16.8
01-05-2019,chase,cc,us,17.61,24.4,29.15,12.07,14.19,10.4,16.12,23.57,20.87,0.0,9.74,17.77,24.66,13.26,1.42,0.0,4.41,0.0,0.0,36.86,9.42,11.42,0.0,23.23,17.03,13.09,1.17,16.19,11.87,20.81,16.34
01-06-2019,chase,cc,us,20.76,23.92,31.89,10.68,9.99,9.24,24.79,28.52,9.38,0.0,16.26,26.31,13.56,23.36,0.0,0.0,2.03,0.0,0.0,36.97,13.45,8.33,0.0,15.71,16.38,15.9,0.41,14.89,11.9,21.81,16.86
01-07-2019,chase,cc,us,18.5,22.64,31.29,8.6,7.23,7.9,18.19,22.18,7.99,0.0,13.33,21.91,5.93,16.52,0.0,0.0,2.03,10.19,0.0,31.99,4.56,11.88,0.0,15.03,12.7,11.54,2.44,12.69,9.84,20.26,15.05
01-08-2019,chase,cc,us,20.06,22.68,30.25,9.64,8.03,7.68,17.95,23.42,9.95,0.0,10.2,25.01,11.71,17.48,0.0,0.0,3.62,10.19,0.0,34.87,9.88,6.48,0.0,19.69,13.41,12.88,2.76,14.18,10.81,20.66,15.74
01-09-2019,chase,cc,us,19.23,23.01,32.81,9.29,8.66,8.65,18.25,21.67,5.45,0.0,6.81,17.63,9.86,16.97,1.4,0.0,3.62,0.0,0.0,35.92,13.12,9.72,4.81,12.86,12.54,10.25,1.0,15.29,9.77,21.08,15.42
01-10-2019,chase,cc,us,18.56,23.02,31.3,7.91,10.96,10.91,19.56,24.31,9.34,0.0,15.18,21.57,6.9,20.01,0.02,0.0,2.03,0.0,0.0,34.97,11.77,11.57,2.96,15.58,15.02,12.73,0.41,15.37,10.88,20.2,15.54
01-11-2019,chase,cc,us,20.3,22.83,31.34,7.91,10.79,10.13,19.78,22.56,9.4,0.0,12.92,15.18,10.12,19.65,2.24,0.0,0.0,10.19,0.0,31.84,7.9,9.26,13.36,20.12,14.53,11.57,2.49,16.5,11.27,20.6,15.94
01-12-2019,chase,cc,us,20.61,23.48,30.8,9.29,12.22,11.31,24.75,27.56,11.44,0.0,21.95,33.85,10.83,22.24,1.4,0.0,0.0,6.48,0.0,39.98,5.65,14.51,15.4,19.17,17.46,17.77,1.58,18.94,13.94,21.04,17.49
01-01-2020,chase,cc,us,20.81,23.21,31.73,8.25,11.59,11.33,21.19,28.31,13.42,0.0,28.46,39.0,15.03,28.61,0.0,0.0,0.0,20.37,0.0,39.62,8.59,13.93,19.6,18.83,17.17,22.22,4.07,20.11,15.89,21.0,18.44
01-02-2020,chase,cc,us,22.3,24.31,30.52,7.91,12.07,14.65,19.94,29.76,19.6,0.0,23.43,29.63,13.17,32.82,0.0,0.0,0.0,16.67,0.0,41.9,9.82,14.29,24.44,23.26,19.2,19.81,3.33,22.74,16.27,21.26,18.76
01-03-2020,chase,cc,us,21.87,23.04,30.58,7.56,13.59,11.52,21.02,28.05,17.24,0.0,26.73,27.03,8.62,29.29,0.0,0.0,0.0,0.0,0.0,41.75,9.37,17.91,31.86,26.89,18.28,18.33,0.0,25.56,15.54,20.76,18.15
01-04-2020,chase,cc,us,19.97,23.28,34.21,9.64,11.66,13.45,23.86,25.76,18.54,0.0,40.56,32.2,13.44,28.57,0.0,0.0,0.0,20.37,0.0,5.43,8.33,11.48,28.31,36.34,18.65,22.95,4.07,17.98,15.91,21.78,18.84
01-05-2020,chase,cc,us,21.21,24.49,32.0,9.99,6.92,7.37,23.67,24.75,10.13,0.0,38.85,29.75,6.28,23.03,0.0,0.0,0.0,6.48,0.0,33.24,9.11,0.0,16.53,37.05,14.57,19.58,1.3,19.19,13.66,21.92,17.79
