Date,Bank,Product,Country,Search Overall score,Web Overall score,Social Media Overall score,Referral Overall score,Awareness 1 score,Awareness 2 score,Awareness 3 score,Awareness 4 score,Awareness 5 score,Evaluation 1 score,Evaluation 2 score,Evaluation 3 score,Evaluation 4 score,Evaluation 5 score,Commitment 1 score,Commitment 2 score,Commitment 3 score,Commitment 4 score,Commitment 5 score,Purchase 1 score,Purchase 2 score,Purchase 3 score,Purchase 4 score,Purchase 5 score,Awarness Score,Evaluation Score,Commitment Score,Purchase Score,Customer Journey Score,Needs Channel Score,Acquire Score
01-12-2017,pnc,cc,us,10.12,27.64,23.23,4.02,19.41,14.61,14.18,31.68,33.62,0.0,4.09,3.37,5.93,17.5,0.0,0.0,2.03,0.0,3.46,24.66,26.39,26.48,34.07,13.19,22.7,6.18,1.1,24.96,13.74,16.25,15.0
01-01-2018,pnc,cc,us,11.56,32.55,21.03,4.02,16.6,15.06,11.96,28.42,24.32,0.0,9.06,2.96,5.93,9.69,0.0,0.0,0.0,0.0,6.23,24.88,19.0,24.78,31.64,11.99,19.27,5.53,1.25,22.46,12.13,17.29,14.71
01-02-2018,pnc,cc,us,11.13,31.55,20.29,4.02,18.43,16.79,13.65,28.02,21.73,0.0,8.43,4.55,12.33,8.36,0.0,0.0,3.62,0.0,3.46,26.58,15.11,28.33,31.02,15.34,19.72,6.73,1.42,23.28,12.79,16.75,14.77
01-03-2018,pnc,cc,us,10.88,31.77,21.19,4.02,7.19,9.65,5.26,18.99,14.94,0.0,5.21,1.46,8.75,8.8,0.0,0.0,0.0,0.0,0.0,19.13,3.99,3.55,17.31,26.1,11.21,4.84,0.0,14.02,7.52,16.96,12.24
01-04-2018,pnc,cc,us,11.47,31.14,21.76,4.02,6.6,8.51,3.87,15.44,14.95,0.0,1.51,0.45,4.2,7.66,1.4,0.0,3.62,0.0,0.0,19.51,4.52,4.01,22.25,26.43,9.87,2.76,1.0,15.34,7.24,17.1,12.17
01-05-2018,pnc,cc,us,11.4,31.9,21.2,4.01,8.67,9.86,4.29,16.87,19.35,0.0,1.25,0.73,2.35,7.4,0.0,0.0,5.64,0.0,0.0,21.43,6.0,7.56,18.06,24.24,11.81,2.35,1.13,15.46,7.69,17.13,12.41
01-06-2018,pnc,cc,us,10.39,30.53,20.4,4.01,9.28,10.15,4.7,17.65,16.99,0.0,2.7,1.46,3.93,5.96,0.0,0.0,0.0,0.0,0.0,20.53,4.08,8.33,21.94,23.06,11.75,2.81,0.0,15.59,7.54,16.33,11.93
01-07-2018,pnc,cc,us,12.42,30.84,20.94,4.01,10.35,10.39,5.75,21.55,20.16,0.0,1.65,1.46,2.35,10.68,1.4,0.0,3.62,0.0,5.31,22.01,8.56,7.1,15.12,23.82,13.64,3.23,2.07,15.32,8.57,17.05,12.81
01-08-2018,pnc,cc,us,11.62,31.92,20.77,4.02,10.01,9.57,5.33,19.09,17.99,0.0,2.54,0.0,2.35,14.93,2.24,0.0,3.62,0.0,6.23,21.3,7.27,8.33,12.93,17.04,12.4,3.96,2.42,13.37,8.04,17.08,12.56
01-09-2018,pnc,cc,us,10.78,31.42,20.94,4.02,5.72,7.28,2.25,19.66,8.15,0.0,1.65,0.0,2.35,11.78,1.4,0.0,3.62,0.0,3.46,17.43,2.81,2.16,9.2,18.24,8.61,3.16,1.7,9.97,5.86,16.79,11.32
01-10-2018,pnc,cc,us,9.86,32.69,20.57,4.02,4.46,7.1,1.4,18.81,11.36,0.0,0.0,0.0,7.16,5.88,0.02,0.0,5.64,0.0,3.46,17.13,4.2,0.0,12.59,16.52,8.63,2.61,1.82,10.09,5.79,16.78,11.28
01-11-2018,pnc,cc,us,11.32,31.6,21.12,4.02,6.74,8.97,1.86,21.69,13.47,0.0,1.02,0.0,8.75,8.07,0.0,0.0,2.03,0.0,3.46,18.33,4.85,0.0,16.17,18.16,10.55,3.57,1.1,11.5,6.68,17.02,11.85
01-12-2018,pnc,cc,us,10.42,33.02,23.49,4.02,9.03,11.45,3.47,23.3,23.02,0.0,1.02,0.67,2.96,7.26,1.4,0.0,0.0,0.0,6.23,22.43,3.46,0.0,8.73,17.29,14.05,2.38,1.53,10.38,7.09,17.74,12.42
01-01-2019,pnc,cc,us,10.91,33.06,20.78,4.02,10.84,11.06,4.97,23.17,14.32,0.0,2.08,1.46,2.96,14.64,0.02,0.0,3.62,0.0,6.23,24.56,3.55,4.37,14.32,17.64,12.87,4.23,1.97,12.89,7.99,17.19,12.59
01-02-2019,pnc,cc,us,11.55,32.19,20.94,4.01,7.3,10.15,3.55,20.12,17.7,0.0,1.65,1.18,2.96,9.02,5.04,0.0,7.23,0.0,3.46,22.06,11.22,6.59,10.46,16.09,11.76,2.96,3.15,13.28,7.79,17.17,12.48
01-03-2019,pnc,cc,us,13.89,32.99,20.95,4.01,6.38,8.78,4.54,23.4,10.2,0.0,1.94,0.0,4.55,10.11,2.24,0.0,3.62,0.0,6.23,24.22,5.79,0.0,7.96,18.82,10.66,3.32,2.42,11.36,6.94,17.96,12.45
01-04-2019,pnc,cc,us,12.57,32.17,22.02,4.84,7.69,9.86,3.88,22.79,14.5,0.0,3.07,0.0,4.2,9.51,3.64,0.0,5.64,0.0,6.23,26.05,0.53,0.0,8.43,18.83,11.74,3.36,3.1,10.77,7.24,17.9,12.57
01-05-2019,pnc,cc,us,11.99,31.29,21.37,4.84,6.9,10.56,3.28,24.54,12.8,0.0,1.02,0.0,14.44,13.08,2.25,0.0,10.85,0.0,3.46,23.04,4.32,0.0,5.93,22.03,11.62,5.71,3.31,11.06,7.92,17.37,12.64
01-06-2019,pnc,cc,us,14.36,30.85,21.72,4.84,5.49,13.48,5.42,26.33,2.13,0.0,1.02,0.73,4.81,20.55,4.21,0.0,7.58,0.0,3.46,22.86,8.63,4.01,8.7,12.52,10.57,5.42,3.05,11.34,7.6,17.94,12.77
01-07-2019,pnc,cc,us,15.15,29.01,21.3,4.99,3.72,10.79,2.32,20.64,3.72,0.0,0.63,0.45,2.96,12.16,0.03,0.0,7.58,0.0,0.0,18.78,2.07,2.16,6.23,8.82,8.24,3.24,1.52,7.61,5.15,17.61,11.38
01-08-2019,pnc,cc,us,15.76,29.05,21.75,5.07,4.83,10.74,2.12,17.74,3.94,0.0,0.63,0.45,3.93,7.63,0.02,0.0,7.58,0.0,0.0,21.69,1.8,2.16,2.5,10.3,7.87,2.53,1.52,7.69,4.9,17.91,11.4
01-09-2019,pnc,cc,us,14.23,30.37,21.56,4.99,5.69,10.94,2.38,21.15,8.33,0.0,1.05,0.73,2.35,11.76,3.64,0.0,9.61,0.0,0.0,21.07,5.63,3.55,7.78,8.32,9.7,3.18,2.65,9.27,6.2,17.79,12.0
01-10-2019,pnc,cc,us,13.65,28.87,21.39,4.84,8.08,12.85,2.69,19.92,13.06,0.0,3.07,0.45,9.63,9.29,0.02,0.0,6.35,0.0,5.31,21.32,4.77,3.55,15.56,9.68,11.32,4.49,2.34,10.98,7.28,17.19,12.24
01-11-2019,pnc,cc,us,15.56,28.48,21.18,4.81,8.78,11.85,2.12,21.31,11.0,0.0,1.65,0.45,9.1,11.2,0.02,0.0,6.35,0.0,3.46,19.78,10.75,3.9,16.48,12.93,11.01,4.48,1.97,12.77,7.56,17.51,12.54
01-12-2019,pnc,cc,us,14.35,29.04,23.6,4.84,7.84,13.54,2.47,23.24,13.41,0.0,2.08,0.73,12.38,12.13,1.4,0.0,7.58,0.0,5.31,22.26,10.89,6.91,27.69,19.51,12.1,5.46,2.86,17.45,9.47,17.96,13.72
01-01-2020,pnc,cc,us,15.18,29.07,21.74,4.77,8.68,12.38,1.96,18.73,8.45,0.0,1.65,1.12,8.75,7.24,2.24,0.0,4.41,0.0,5.31,22.68,4.62,9.07,17.93,17.37,10.04,3.75,2.39,14.33,7.63,17.69,12.66
01-02-2020,pnc,cc,us,15.71,31.94,23.36,5.03,6.59,11.17,1.35,21.42,7.82,0.0,1.65,0.83,5.31,13.76,0.02,0.0,6.35,0.0,0.0,20.76,5.74,2.16,10.0,18.36,9.67,4.31,1.27,11.4,6.66,19.01,12.84
01-03-2020,pnc,cc,us,15.21,29.64,21.69,4.84,7.94,11.69,1.96,21.83,12.0,0.0,2.99,0.73,5.93,14.04,2.24,0.0,9.61,0.0,5.31,21.0,1.54,0.0,9.81,28.2,11.08,4.74,3.43,12.11,7.84,17.85,12.84
01-04-2020,pnc,cc,us,17.06,33.76,22.98,5.07,10.32,17.44,6.91,22.47,13.72,0.0,6.95,5.68,12.06,21.36,0.0,0.0,3.97,0.0,6.23,26.18,4.2,8.76,27.84,34.79,14.17,9.21,2.04,20.35,11.44,19.72,15.58
01-05-2020,pnc,cc,us,16.21,33.83,23.26,4.99,9.18,16.25,3.7,21.25,16.51,0.0,4.37,1.51,10.21,11.39,0.0,0.0,9.96,0.0,6.23,31.37,6.69,12.2,29.54,35.26,13.38,5.5,3.24,23.01,11.28,19.57,15.42
01-06-2020,pnc,cc,us,15.88,33.88,23.9,5.03,12.7,19.74,5.89,30.97,15.45,0.0,6.15,1.79,8.62,23.93,2.81,0.0,9.61,0.0,3.46,31.43,11.97,11.84,24.19,31.42,16.95,8.1,3.18,22.17,12.6,19.67,16.14
01-07-2020,pnc,cc,us,16.64,33.22,21.82,5.03,15.68,23.02,7.63,30.17,18.88,0.0,12.83,6.28,15.03,27.94,0.02,0.0,9.61,0.0,6.23,32.37,10.85,14.46,20.22,42.87,19.08,12.42,3.17,24.15,14.7,19.18,16.94
01-08-2020,pnc,cc,us,17.69,33.38,22.42,5.07,11.02,20.92,7.19,27.78,15.57,0.0,10.62,10.21,10.21,26.21,2.24,0.0,5.64,20.37,16.85,37.15,5.89,11.22,17.14,36.15,16.5,11.45,9.02,21.51,14.62,19.64,17.13
01-09-2020,pnc,cc,us,15.79,34.39,22.53,5.18,11.86,18.13,8.49,26.39,14.76,0.0,8.65,8.5,11.85,22.7,0.02,0.0,4.06,26.85,8.77,30.06,11.47,9.06,19.6,29.86,15.93,10.34,7.94,20.01,13.56,19.47,16.52
01-10-2020,pnc,cc,us,13.8,34.65,21.77,5.25,10.82,23.75,6.02,24.43,18.63,0.0,5.35,2.46,8.62,16.7,3.64,0.0,8.02,6.48,3.46,28.68,8.38,5.06,20.89,28.73,16.73,6.63,4.32,18.35,11.51,18.87,15.19
01-11-2020,pnc,cc,us,14.91,33.57,22.47,5.14,9.34,23.76,8.05,27.38,14.88,0.0,7.44,1.79,23.07,27.24,1.42,0.0,6.35,0.0,16.85,30.54,5.94,4.67,20.12,40.11,16.68,11.91,4.92,20.28,13.45,19.02,16.24
01-12-2020,pnc,cc,us,15.23,34.53,24.4,5.25,15.37,28.98,13.02,29.17,13.63,0.0,18.4,7.26,29.56,29.77,1.4,0.0,6.0,20.37,6.91,29.91,6.76,16.71,17.74,26.97,20.03,17.0,6.94,19.62,15.9,19.85,17.88
01-01-2021,pnc,cc,us,13.14,37.11,22.44,5.33,7.23,19.02,3.85,27.21,11.88,0.0,4.63,1.85,8.62,27.64,0.0,0.0,2.38,10.19,6.91,25.79,5.59,3.9,13.39,33.43,13.84,8.55,3.9,16.42,10.68,19.5,15.09
01-02-2021,pnc,cc,us,13.09,35.47,23.4,5.25,5.94,15.99,3.97,24.97,12.41,0.0,3.91,0.73,4.69,20.23,0.0,0.0,7.58,0.0,11.54,26.59,2.07,0.0,16.67,33.39,12.66,5.91,3.82,15.74,9.53,19.3,14.42
01-03-2021,pnc,cc,us,12.64,36.64,22.63,5.33,7.32,14.39,2.91,21.16,12.29,0.0,4.7,1.4,7.87,17.49,0.0,0.0,3.97,0.0,6.91,25.62,2.28,4.01,19.48,34.15,11.61,6.29,2.18,17.11,9.3,19.31,14.3
01-04-2021,pnc,cc,us,14.25,34.61,24.15,5.18,6.0,14.9,2.51,20.22,9.97,0.0,0.98,2.19,6.28,16.21,1.4,0.0,2.38,0.0,3.46,24.09,6.76,4.01,16.97,30.15,10.72,5.13,1.45,16.4,8.43,19.55,13.99
01-05-2021,pnc,cc,us,14.52,34.87,24.34,5.25,5.24,14.74,2.39,22.7,6.48,0.0,2.3,0.73,6.28,12.67,0.02,0.0,3.97,0.0,3.46,24.32,2.45,0.0,2.5,24.45,10.31,4.4,1.49,10.74,6.74,19.74,13.24
01-06-2021,pnc,cc,us,16.35,34.99,23.96,5.33,9.05,24.76,3.11,30.8,16.64,0.0,3.88,1.46,6.28,23.52,2.24,0.0,3.97,0.0,6.23,29.12,6.38,13.13,21.44,31.72,16.87,7.03,2.49,20.36,11.69,20.16,15.92
01-07-2021,pnc,cc,us,16.27,34.12,22.7,5.29,11.43,27.65,4.81,32.54,16.96,0.0,4.8,0.45,7.87,25.19,0.0,0.0,11.2,0.0,16.85,30.54,2.28,13.98,11.7,22.5,18.68,7.66,5.61,16.2,12.04,19.6,15.82
01-08-2021,pnc,cc,us,15.78,35.07,22.83,5.36,5.78,22.2,4.07,29.24,12.87,0.0,0.98,1.18,4.69,23.4,1.4,0.0,2.38,0.0,6.91,28.9,0.53,4.67,6.23,19.39,14.83,6.05,2.14,11.94,8.74,19.76,14.25
01-01-2017,wells fargo,cc,us,12.39,19.72,21.8,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.82,7.91
01-02-2017,wells fargo,cc,us,9.73,19.72,21.63,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.11,7.56
01-03-2017,wells fargo,cc,us,9.87,19.72,21.83,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.19,7.6
01-04-2017,wells fargo,cc,us,11.37,19.72,21.45,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.47,7.74
01-05-2017,wells fargo,cc,us,12.05,19.72,23.49,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.16,8.08
01-06-2017,wells fargo,cc,us,10.12,19.72,23.31,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63,7.82
01-07-2017,wells fargo,cc,us,10.57,19.72,23.16,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,7.85
01-08-2017,wells fargo,cc,us,10.81,19.72,23.35,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.81,7.9
01-09-2017,wells fargo,cc,us,12.22,19.72,23.37,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.17,8.09
01-10-2017,wells fargo,cc,us,11.56,19.72,23.94,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14,8.07
01-11-2017,wells fargo,cc,us,11.16,19.72,23.78,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0
01-12-2017,wells fargo,cc,us,10.63,19.72,25.33,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.26,8.13
01-01-2018,wells fargo,cc,us,11.08,19.72,22.69,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71,7.86
01-02-2018,wells fargo,cc,us,11.86,19.72,23.42,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.09,8.04
01-03-2018,wells fargo,cc,us,10.49,19.72,22.89,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,7.81
01-04-2018,wells fargo,cc,us,10.75,19.72,22.87,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.68,7.84
01-05-2018,wells fargo,cc,us,11.52,19.72,23.43,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01,8.01
01-06-2018,wells fargo,cc,us,9.9,19.72,24.72,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.92,7.96
01-07-2018,wells fargo,cc,us,11.11,18.61,22.68,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,15.4,7.7
01-08-2018,wells fargo,cc,us,10.4,22.56,23.42,9.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,16.4,8.21
01-09-2018,wells fargo,cc,us,12.36,19.25,23.6,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,16.1,8.06
01-10-2018,wells fargo,cc,us,11.37,19.46,23.97,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,16.0,8.01
01-11-2018,wells fargo,cc,us,11.94,19.07,23.43,9.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,15.92,7.97
01-12-2018,wells fargo,cc,us,11.64,18.94,22.69,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,15.62,7.82
01-01-2019,wells fargo,cc,us,12.57,18.96,22.88,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,15.9,7.96
01-02-2019,wells fargo,cc,us,12.39,18.09,25.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,16.22,8.12
01-03-2019,wells fargo,cc,us,10.97,18.42,23.07,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,15.42,7.72
01-04-2019,wells fargo,cc,us,12.48,18.66,22.9,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,15.83,7.92
01-05-2019,wells fargo,cc,us,12.24,18.21,24.36,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,16.04,8.03
01-06-2019,wells fargo,cc,us,14.07,18.08,23.62,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,16.26,8.14
01-07-2019,wells fargo,cc,us,13.46,17.51,23.43,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,15.92,7.98
01-08-2019,wells fargo,cc,us,13.29,17.95,23.06,9.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,15.89,7.96
01-09-2019,wells fargo,cc,us,13.78,17.71,24.29,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,16.26,8.15
01-10-2019,wells fargo,cc,us,11.81,18.01,22.95,9.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,15.5,7.76
01-11-2019,wells fargo,cc,us,11.51,18.0,25.53,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,16.07,8.04
01-12-2019,wells fargo,cc,us,12.99,17.87,25.13,9.24,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.13,0.04,16.31,8.17
01-01-2020,wells fargo,cc,us,12.74,17.77,24.89,9.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,16.17,8.1
01-02-2020,wells fargo,cc,us,11.53,18.16,25.42,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,16.1,8.06
01-03-2020,wells fargo,cc,us,12.72,17.76,24.62,9.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,16.09,8.06
01-04-2020,wells fargo,cc,us,13.43,18.15,24.87,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,16.44,8.23
01-05-2020,wells fargo,cc,us,10.68,17.99,23.65,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,15.41,7.72
01-06-2020,wells fargo,cc,us,11.53,18.11,24.22,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,15.8,7.92
01-07-2020,wells fargo,cc,us,10.51,17.96,23.65,9.32,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.09,0.03,15.36,7.69
01-08-2020,wells fargo,cc,us,10.62,18.02,23.81,9.3,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.12,0.04,15.44,7.74
01-09-2020,wells fargo,cc,us,10.29,18.07,23.95,9.29,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.12,0.04,15.4,7.72
01-10-2020,wells fargo,cc,us,10.16,18.54,24.36,9.29,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.09,0.04,15.59,7.82
01-11-2020,wells fargo,cc,us,11.76,19.26,25.34,9.29,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.03,16.41,8.22
01-12-2020,wells fargo,cc,us,12.67,17.99,26.11,9.28,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.16,0.06,16.51,8.28
01-01-2021,wells fargo,cc,us,13.55,18.0,24.1,9.31,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.18,0.05,16.24,8.14
01-02-2021,wells fargo,cc,us,13.34,18.04,25.52,9.31,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.05,16.55,8.3
01-03-2021,wells fargo,cc,us,11.22,18.06,25.2,9.31,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.06,0.03,15.95,7.99
01-04-2021,wells fargo,cc,us,10.89,18.09,23.96,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.3,0.08,15.57,7.82
